galaxy,source_zone,injection_type,noise_level,background_mix,predicted_type,recovered,failure_boundary_score_proxy,rss_RESPONSE_FAMILY_LIKE,rss_HALO_LIKE,rss_RAR_LIKE,rss_NUISANCE_GRADIENT,rss_PATHOLOGY_OUTLIER,rss_MIXED_RESPONSE_HALO,corr_RESPONSE_FAMILY_LIKE,corr_HALO_LIKE,corr_RAR_LIKE,corr_NUISANCE_GRADIENT,corr_PATHOLOGY_OUTLIER,corr_MIXED_RESPONSE_HALO
CamB,PATHOLOGY_ARCHIVE_ZONE,NUISANCE_GRADIENT,MEDIUM,0.25,NUISANCE_GRADIENT,True,0.0,0.4811849656492441,0.37378470654545215,0.35824335391313933,0.2568209413938344,0.9191553311121181,0.43462223360349644,0.7202881606348641,0.7913376608342028,0.801097151465951,0.8620783366992618,0.2843319695143015,0.7519160633983714
CamB,PATHOLOGY_ARCHIVE_ZONE,NUISANCE_GRADIENT,HIGH,0.4,NUISANCE_GRADIENT,True,0.0,0.7077164621788605,0.6070308476597874,0.5915661109000527,0.536578434443409,0.8857435413574897,0.6661500983862827,0.5406325349265797,0.6268725168167866,0.639088326524548,0.6807507367286436,0.33801842944210936,0.5777974572579193
CamB,PATHOLOGY_ARCHIVE_ZONE,PATHOLOGY_OUTLIER,LOW,0.1,PATHOLOGY_OUTLIER,True,0.0,0.9991393086646284,0.9795425755232872,0.9747027029102107,0.9421651633446623,0.027905562419200957,0.9942507776398495,0.029337541399572988,0.14302945317910254,0.15905124045347624,0.2404887453818532,0.9859484964138844,0.07582362666181729
CamB,PATHOLOGY_ARCHIVE_ZONE,PATHOLOGY_OUTLIER,MEDIUM,0.25,PATHOLOGY_OUTLIER,True,0.0,0.9853266947813881,0.9425181755816927,0.9340615376887851,0.8766141061761537,0.18705494156565095,0.9711112293479116,0.12113341908248051,0.23975367446257692,0.2567848560784197,0.3512632827721199,0.9016346590689318,0.16996696929723834
CamB,PATHOLOGY_ARCHIVE_ZONE,PATHOLOGY_OUTLIER,HIGH,0.4,PATHOLOGY_OUTLIER,True,0.0,0.9693279954904834,0.9058850183000522,0.8934733635494564,0.8241460365652387,0.4958460260133525,0.9473388200626582,0.1751342471063747,0.3067816515046947,0.3263841853560674,0.41934945264631207,0.7100380088323777,0.2294802386641209
CamB,PATHOLOGY_ARCHIVE_ZONE,MIXED_RESPONSE_HALO,LOW,0.1,HALO_LIKE,False,0.0,0.0496027293396273,0.027610358219002165,0.029480019618775506,0.06383492322226868,0.9970902962875368,0.03363709035482376,0.9748832087282931,0.9860981907401501,0.9851497248546661,0.9675562395942323,0.053941669537225644,0.9830375932003701
CamB,PATHOLOGY_ARCHIVE_ZONE,MIXED_RESPONSE_HALO,MEDIUM,0.25,NUISANCE_GRADIENT,False,0.0,0.2875648120097632,0.22611188723211106,0.2213811125896077,0.19762218408151877,0.9293473880832462,0.2574718644550121,0.8440587586123593,0.8797091069028949,0.8823938391729583,0.895755444258354,0.26580559045429053,0.8617007227251164
CamB,PATHOLOGY_ARCHIVE_ZONE,MIXED_RESPONSE_HALO,HIGH,0.4,NUISANCE_GRADIENT,False,0.0,0.5912250758843782,0.5229122640958498,0.5140011146111247,0.44383105592267547,0.9558574525687735,0.5608896689758668,0.6393550845309841,0.6907153798086082,0.6971362028964462,0.7457673525150618,0.21010127898522252,0.6626540055142904
D631-7,RESPONSE_FAMILY_DOMINANT_ZONE,RESPONSE_FAMILY_LIKE,LOW,0.1,RESPONSE_FAMILY_LIKE,True,0.0,0.023969090706827588,0.041500419332258245,0.0496459874766922,0.10833192675598152,0.9988244646210478,0.023985718406112036,0.9879427662031707,0.9790299181678472,0.9748610221581884,0.9442817764015246,-0.03428608141727611,0.9879343508522661
D631-7,RESPONSE_FAMILY_DOMINANT_ZONE,RESPONSE_FAMILY_LIKE,MEDIUM,0.25,RESPONSE_FAMILY_LIKE,True,0.0,0.17419943403582028,0.19413533025426796,0.20259978207516524,0.23028127761101963,0.9934369322729804,0.17631607158913926,0.9087356964289343,0.897699654531365,0.8929726859903582,0.8773361513063168,0.08101276274155426,0.9075703435055934
D631-7,RESPONSE_FAMILY_DOMINANT_ZONE,RESPONSE_FAMILY_LIKE,HIGH,0.4,HALO_LIKE,False,0.0,0.21355338012552824,0.18743778867781472,0.18824652932614802,0.25352407982187947,0.9962278951029131,0.19712700157228422,0.8868182563944383,0.9014223268380839,0.900973623739259,0.8639883796545652,0.06141746410498369,0.8960318065937815
D631-7,RESPONSE_FAMILY_DOMINANT_ZONE,HALO_LIKE,LOW,0.1,HALO_LIKE,True,0.0,0.06017916084793027,0.026708020968879403,0.026950014061097104,0.057181829245958715,0.992374943651489,0.039632197103861566,0.9694435719277682,0.9865556137548053,0.9864329606916544,0.9709882443953898,0.08732156863290369,0.9799835727685124
