galaxy,zone,rotmod_points,Rlast_kpc,median_abs_residual_norm,max_abs_residual_norm,roughness_rms_diff,median_err_fraction,negative_vbar2_proxy_fraction,negative_residual_v2_fraction,kernel_curve_corr,kernel_curve_rmse,failure_boundary_candidate_score
UGC06667,NUISANCE_SENSITIVE_ZONE,9,7.85,0.733308955017301,0.8540066989619379,0.024555377642942525,0.04398447606727038,0.0,0.0,0.9849802832275092,0.10713768344474044,1.1783216783216783
UGCA442,NUISANCE_SENSITIVE_ZONE,8,6.33,0.6337620017229226,0.8912414441224841,0.02479143687946377,0.045700481053253444,0.0,0.0,0.9907327586057741,0.11238753235576798,1.1503496503496504
UGC00128,NUISANCE_SENSITIVE_ZONE,22,53.75,0.7332306432816689,0.8870401759701666,0.036348061490681594,0.010437445319335083,0.0,0.0,0.9808252694124872,0.056572333377214276,1.1433566433566433
UGC04325,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,8,5.59,0.6192418980377948,0.6562803912968862,0.023749561126556774,0.034118422847218485,0.0,0.0,0.9824129999226107,0.04283453729227569,1.0664335664335665
UGC02259,NUISANCE_SENSITIVE_ZONE,8,8.14,0.621434225697682,0.8098383714532333,0.015554932131700776,0.022317462856854167,0.0,0.0,0.922104738055575,0.111876499263715,1.0524475524475525
ESO116-G012,RESPONSE_FAMILY_DOMINANT_ZONE,15,9.86,0.45108075017403043,0.7582176651242779,0.026700842656891974,0.03697478991596639,0.0,0.0,0.9937871728664269,0.07226314156351196,1.0454545454545454
F574-1,RESPONSE_FAMILY_DOMINANT_ZONE,14,12.6,0.5821440476378175,0.6718875437462395,0.024750476083432404,0.0499541232383839,0.0,0.0,0.9975477862164568,0.07250290244792428,1.0384615384615385
UGC07399,NUISANCE_SENSITIVE_ZONE,10,6.13,0.6638961447827316,0.906691959656895,0.025143138817633602,0.03817905056759546,0.0,0.0,0.9915081131751902,0.18002806145905487,1.0244755244755244
UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,11,10.47,0.4486183388429752,0.607001652892562,0.01954020815605752,0.04454545454545455,0.0,0.0,0.9856575968926246,0.03939534184588371,1.0034965034965035
DDO161,RESPONSE_FAMILY_DOMINANT_ZONE,31,13.37,0.3933601564431657,0.7667346535098561,0.024848630385392572,0.035479041916167665,0.0,0.0,0.9915531118901596,0.06973007436141897,0.9825174825174825
UGC08550,NUISANCE_SENSITIVE_ZONE,11,5.36,0.6132790926275993,0.8170569981096408,0.024181049537284765,0.03953488372093023,0.0,0.0,0.991259744224304,0.18358973055807784,0.9755244755244756
UGC12632,NUISANCE_SENSITIVE_ZONE,15,10.66,0.5954227691258278,0.703796166073716,0.022118003426111154,0.052366863905325446,0.0,0.0,0.9981494879638598,0.16619645286954218,0.9545454545454545
UGC12732,NUISANCE_SENSITIVE_ZONE,16,15.4,0.562222478806373,0.8294860606660912,0.021489416183381377,0.04396438841532299,0.0,0.0,0.9903064012509347,0.1668563052161568,0.9545454545454545
UGC06399,MIXED_THREE_WAY_COMPETITIVE_ZONE,9,7.85,0.5147477945672112,0.730827474015198,0.020684268889469736,0.057242990654205614,0.0,0.0,0.9976474895353611,0.1581071477199288,0.9405594405594404
NGC3992,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,9,46.02,0.3627176167765707,0.5389287202355332,0.016603976532260534,0.024999999999999998,0.0,0.0,0.9634238121761614,0.14752542741828711,0.8986013986013986
UGC02487,RESPONSE_FAMILY_DOMINANT_ZONE,17,80.38,0.6118648466483013,0.7496931781450873,0.022137479167559867,0.01098901098901099,0.0,0.0,0.9570108498322143,0.14504797847027145,0.8986013986013986
DDO170,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,8,12.33,0.6217154583333333,0.8398694166666668,0.024493535636210446,0.019693301049233253,0.0,0.0,0.9827896230610983,0.04699403932646058,0.8636363636363638
DDO154,RESPONSE_FAMILY_DOMINANT_ZONE,12,5.92,0.6736361471630259,0.885338442913351,0.027562595688485427,0.013512696127650823,0.0,0.0,0.9959912609782265,0.06371952731328645,0.6748251748251748
UGC05716,NUISANCE_SENSITIVE_ZONE,12,12.37,0.7328870238318635,0.8617791518108464,0.021357886689672336,0.014114181557790581,0.0,0.0,0.9887369283159363,0.1715881453876663,0.527972027972028
