galaxy,zone,winner_existing_aic,winner_existing_aic_family,winner_existing_aic_score,winner_existing_aicc,winner_existing_aicc_family,winner_existing_aicc_score,winner_existing_bic,winner_existing_bic_family,winner_existing_bic_score,winner_poly_degree_aic,winner_poly_degree_aic_degree,winner_poly_degree_aic_score,winner_poly_degree_aicc,winner_poly_degree_aicc_degree,winner_poly_degree_aicc_score,winner_poly_degree_bic,winner_poly_degree_bic_degree,winner_poly_degree_bic_score,phase5_winning_comparator,phase5_winning_comparator_family,phase5_overflex_winner
UGC05750,MIXED_THREE_WAY_COMPETITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-45.87625269882349,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-79.97843922565313,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-90.42650632138975,POLY5_NULL,5,-346.59637362783883,POLY5_NULL,5,-344.05091908238427,POLY5_NULL,5,-336.4630969031552,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC05764,NUISANCE_SENSITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-2.098219452206024,BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-47.84814447847392,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-56.4075592751839,POLY6_NULL,6,-317.15443798749374,POLY6_NULL,6,-313.65443798749374,POLY6_NULL,6,-305.33228180869617,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC05829,NUISANCE_SENSITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-42.98174271770051,NUISANCE_GRADIENT_PROXY,NUISANCE_PROXY,-83.25294012927058,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-87.37333988685029,POLY6_NULL,6,-374.68367184593444,POLY6_NULL,6,-371.18367184593444,POLY6_NULL,6,-362.86151566713687,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC05918,NUISANCE_SENSITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-24.927463771170487,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-54.07802743266226,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-56.31914434930259,POLY6_NULL,6,-364.94460591614177,POLY6_NULL,6,-361.44460591614177,POLY6_NULL,6,-353.1224497373442,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC05986,RESPONSE_FAMILY_DOMINANT_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-31.63714273176772,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-108.03183617090349,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-114.28353496429023,POLY6_NULL,6,-346.4729639366115,POLY6_NULL,6,-342.9729639366115,POLY6_NULL,6,-334.65080775781394,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC06399,MIXED_THREE_WAY_COMPETITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-24.27691666357873,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-66.67704034854077,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-68.28259119386833,POLY6_NULL,6,-367.2429525432109,POLY6_NULL,6,-363.7429525432109,POLY6_NULL,6,-355.4207963644133,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC06446,NUISANCE_SENSITIVE_ZONE,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-27.302952025743867,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-105.94300758706513,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-105.13372375609555,POLY6_NULL,6,-323.82983702398775,POLY6_NULL,6,-320.32983702398775,POLY6_NULL,6,-312.0076808451902,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,False
UGC06614,MIXED_THREE_WAY_COMPETITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-20.293367454538952,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-52.53588828798138,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-63.14619214321216,POLY6_NULL,6,-280.78973923555986,POLY6_NULL,6,-277.28973923555986,POLY6_NULL,6,-268.9675830567623,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC06667,NUISANCE_SENSITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-21.629657753305125,BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-64.78634814975835,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-67.5334596148219,POLY4_NULL,4,-370.14068166422027,POLY4_NULL,4,-368.37597578186734,POLY4_NULL,4,-361.69628439365056,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC06786,NUISANCE_SENSITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,1.9784248075171504,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-222.57108475793186,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-219.2434740641055,POLY4_NULL,4,-274.2442027223817,POLY4_NULL,4,-272.4794968400288,POLY4_NULL,4,-265.79980545181206,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC06787,NUISANCE_SENSITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,44.40464172614913,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-315.33700494459845,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-303.07342568235055,POLY5_NULL,5,-238.65979240790756,POLY5_NULL,5,-236.11433786245303,POLY5_NULL,5,-228.52651568322395,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC06818,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-6.807403613634598,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-31.284192696890265,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-44.22460048905608,POLY6_NULL,6,-304.7575582415005,POLY6_NULL,6,-301.2575582415005,POLY6_NULL,6,-292.9354020627029,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC06917,MIXED_THREE_WAY_COMPETITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-43.16937654941654,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-81.6182714785742,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-100.23089984178398,POLY6_NULL,6,-391.1403247275805,POLY6_NULL,6,-387.6403247275805,POLY6_NULL,6,-379.3181685487829,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC06930,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-44.78633903599573,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-58.323456086189445,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-83.63565362592578,POLY6_NULL,6,-317.11990445278013,POLY6_NULL,6,-313.61990445278013,POLY6_NULL,6,-305.29774827398256,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC06973,PATHOLOGY_ARCHIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-8.248763455440592,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-39.84509999729278,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-59.76630431868644,POLY5_NULL,5,-203.19140688459342,POLY5_NULL,5,-200.6459523391389,POLY5_NULL,5,-193.0581301599098,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC06983,NUISANCE_SENSITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-35.22255800019034,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-102.8725634453351,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-106.27328338099781,POLY6_NULL,6,-266.82103668904034,POLY6_NULL,6,-263.32103668904034,POLY3_NULL,3,-257.1978969295652,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC07089,MIXED_THREE_WAY_COMPETITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-25.88496899536151,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-80.19420744764192,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-80.55772748139924,POLY6_NULL,6,-329.4960443190316,POLY6_NULL,6,-325.9960443190316,POLY6_NULL,6,-317.67388814023406,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC07125,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-18.89853715089127,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-82.1872691712254,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-86.50173598311979,POLY6_NULL,6,-329.302103275851,POLY4_NULL,4,-326.9577258874916,POLY4_NULL,4,-320.2780344992749,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC07151,RESPONSE_FAMILY_DOMINANT_ZONE,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-5.563523242944889,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-69.61278469163526,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-70.31699414603851,POLY6_NULL,6,-332.722747249133,POLY6_NULL,6,-329.222747249133,POLY6_NULL,6,-320.90059107033545,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,False
UGC07323,MIXED_THREE_WAY_COMPETITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-23.577431100694497,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-72.05120980809583,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-75.71212759811954,POLY6_NULL,6,-368.5867410794102,POLY6_NULL,6,-365.0867410794102,POLY6_NULL,6,-356.76458490061265,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC07399,NUISANCE_SENSITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-21.623147753967167,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-66.53152332327137,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-78.53084234320335,POLY6_NULL,6,-389.13963208698954,POLY6_NULL,6,-385.63963208698954,POLY6_NULL,6,-377.31747590819197,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC07524,RESPONSE_FAMILY_DOMINANT_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-61.56160766403042,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-224.37199838893454,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-219.26807516202365,POLY6_NULL,6,-319.13558800885505,POLY6_NULL,6,-315.63558800885505,POLY6_NULL,6,-307.3134318300575,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC07577,PATHOLOGY_ARCHIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-39.019835724595175,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-35.14467633367355,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-67.91562401180218,POLY6_NULL,6,-343.7136695630502,POLY6_NULL,6,-340.2136695630502,POLY6_NULL,6,-331.8915133842526,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC07603,RESPONSE_FAMILY_DOMINANT_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-33.349061303337386,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-78.36344066811277,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-92.25400076938476,POLY6_NULL,6,-356.45967484440615,POLY6_NULL,6,-352.95967484440615,POLY6_NULL,6,-344.6375186656086,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC07608,MIXED_THREE_WAY_COMPETITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-30.23225890759201,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-55.151378312056316,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-60.32514154076549,POLY6_NULL,6,-386.29692521493706,POLY6_NULL,6,-382.79692521493706,POLY6_NULL,6,-374.4747690361395,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC08286,NUISANCE_SENSITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-20.574442136949138,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-114.02039483076021,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-117.42111476642292,POLY6_NULL,6,-327.26110102333405,POLY6_NULL,6,-323.76110102333405,POLY6_NULL,6,-315.4389448445365,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC08490,RESPONSE_FAMILY_DOMINANT_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-58.76994892669903,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-211.94970300430293,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-208.5911995156861,POLY6_NULL,6,-332.95580366156787,POLY6_NULL,6,-329.45580366156787,POLY6_NULL,6,-321.1336474827703,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC08550,NUISANCE_SENSITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-27.356246153294244,NFW_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-68.33929151124025,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-83.58542825873947,POLY6_NULL,6,-330.13842189198897,POLY6_NULL,6,-326.63842189198897,POLY6_NULL,6,-318.3162657131914,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC08699,RESPONSE_FAMILY_DOMINANT_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-16.637489735973542,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-159.19699706666532,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-151.3861529017336,POLY5_NULL,5,-274.57500861198287,POLY5_NULL,5,-272.0295540665283,POLY4_NULL,4,-265.1836537055534,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC08837,RESPONSE_FAMILY_DOMINANT_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-19.1699246090662,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-41.38675759291739,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-53.88658871493801,POLY6_NULL,6,-376.62722884560833,POLY6_NULL,6,-373.12722884560833,POLY6_NULL,6,-364.80507266681076,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC09037,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-25.655294569840983,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-136.5950253694691,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-135.6487706493192,POLY6_NULL,6,-279.74128922501177,POLY6_NULL,6,-276.24128922501177,POLY6_NULL,6,-267.9191330462142,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC09133,RESPONSE_FAMILY_DOMINANT_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,21.87535978585818,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-300.0227594181734,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-295.76835939243654,POLY6_NULL,6,-282.2148091020728,POLY6_NULL,6,-278.7148091020728,POLY6_NULL,6,-270.39265292327525,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC11455,RESPONSE_FAMILY_DOMINANT_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,27.0052452108126,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-183.50265243034315,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-176.89809052374443,POLY6_NULL,6,-226.68878015703666,POLY6_NULL,6,-223.18878015703666,POLY6_NULL,6,-214.86662397823912,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC11557,PATHOLOGY_ARCHIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-9.74506089178869,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-45.75955108540645,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-55.73033362418662,POLY6_NULL,6,-258.3970811339103,POLY6_NULL,6,-254.89708113391032,POLY6_NULL,6,-246.57492495511278,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC11820,NUISANCE_SENSITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-10.991412836491676,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-60.38585635258392,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-62.992154119582494,POLY6_NULL,6,-395.8396376236098,POLY6_NULL,6,-392.3396376236098,POLY6_NULL,6,-384.01748144481223,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC11914,PATHOLOGY_ARCHIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-156.70492312134127,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-480.9744198967825,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-469.3763721394776,POLY6_NULL,6,-355.6472675698469,POLY6_NULL,6,-352.1472675698469,POLY6_NULL,6,-343.82511139104935,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC12506,HALO_COMPARATOR_DOMINANT_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-65.70505482154631,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-210.64225245160785,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-205.53832922469695,POLY6_NULL,6,-306.05266397949845,POLY6_NULL,6,-302.55266397949845,POLY6_NULL,6,-294.2305078007009,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC12632,NUISANCE_SENSITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-40.53594939665712,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-119.12793617354073,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-118.71183577133631,POLY6_NULL,6,-379.1202293240062,POLY6_NULL,6,-375.6202293240062,POLY6_NULL,6,-367.2980731452086,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGC12732,NUISANCE_SENSITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-49.98481441377379,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-132.0245385739689,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-136.72233957386356,POLY4_NULL,4,-387.1714834136483,POLY4_NULL,4,-385.40677753129535,POLY4_NULL,4,-378.7270861430786,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGCA442,NUISANCE_SENSITIVE_ZONE,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-21.64288193249019,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-54.01986681287449,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-59.545659286875555,POLY6_NULL,6,-391.51772856903347,POLY6_NULL,6,-388.01772856903347,POLY6_NULL,6,-379.6955723902359,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True
UGCA444,NUISANCE_SENSITIVE_ZONE,NUISANCE_GRADIENT_PROXY,NUISANCE_PROXY,-105.07051884156375,NUISANCE_GRADIENT_PROXY,NUISANCE_PROXY,-231.11567988646817,NUISANCE_GRADIENT_PROXY,NUISANCE_PROXY,-228.31227837319233,POLY3_NULL,3,-269.2601121387294,POLY3_NULL,3,-268.11725499587226,POLY3_NULL,3,-262.5045943222737,NUISANCE_GRADIENT_PROXY,NUISANCE_PROXY,False
