galaxy,zone,model,degree,n_points,k_effective,rss,aic,aicc,bic,coef_json
F583-1,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.7296975832209049,-156.16018217389527,-155.83585784957094,-152.7824232656674,"[0.2464274271647748, 0.8299776017167452]"
F583-1,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.033570781258008976,-277.31914599477795,-276.65247932811127,-272.25250763243616,"[-0.12059142174883557, 2.79054967599361, -1.8672114993113]"
F583-1,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.007668844863786649,-334.37874934078286,-333.2358921979257,-327.62323152432714,"[-0.22300771837196925, 3.791591199884026, -4.169962538328095, 1.4620641517566981]"
F583-1,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.006260541840395506,-340.4947198302438,-338.7300139478909,-332.0503225596741,"[-0.18833203467063003, 3.281118230089082, -2.145189415001943, -1.4686184962206603, 1.3955631657035075]"
F583-1,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.004272925354099743,-353.77344183155196,-351.2279872860974,-343.6401651068683,"[-0.1278270696848154, 2.0796556455810458, 4.908992031666128, -18.489400132923446, 19.31261498533055, -6.825543550334113]"
F583-1,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.004225497067230131,-352.2199132063397,-348.7199132063397,-340.3977570275421,"[-0.11391901534392339, 1.7319565601961207, 7.670699846177885, -28.169574733751553, 35.9472824233843, -20.568469819223907, 4.362833736155548]"
F583-4,PATHOLOGY_ARCHIVE_ZONE,POLY1_NULL,1,40,2,0.023009812763875485,-294.428558649803,-294.10423432547867,-291.05079974157513,"[-0.0029112665867619967, 0.6657881906672968]"
F583-4,PATHOLOGY_ARCHIVE_ZONE,POLY2_NULL,2,40,3,0.01297052971107324,-315.35819577388077,-314.6915291072141,-310.291557411539,"[0.04116406018518804, 0.4303429128852484, 0.22423359788766503]"
F583-4,PATHOLOGY_ARCHIVE_ZONE,POLY3_NULL,3,40,4,0.010593425255207642,-321.45604733443537,-320.3131901915782,-314.70052951797965,"[0.010137967577412, 0.7335994067100567, -0.4733640437463408, 0.4429191375454011]"
F583-4,PATHOLOGY_ARCHIVE_ZONE,POLY4_NULL,4,40,5,0.010138124834875192,-321.21326718245365,-319.4485613001007,-312.76886991188394,"[-0.009578358978004612, 1.023850403831746, -1.6246344395651007, 2.1092827084987014, -0.7935064623587144]"
F583-4,PATHOLOGY_ARCHIVE_ZONE,POLY5_NULL,5,40,6,0.006253891698625112,-338.5372316538953,-335.9917771084407,-328.40395492921164,"[-0.0941602446735845, 2.7034145687593973, -11.48590729441024, 25.90319461610119, -25.840344013042415, 9.541652400260462]"
F583-4,PATHOLOGY_ARCHIVE_ZONE,POLY6_NULL,6,40,7,0.006207024440533773,-336.83812432385537,-333.33812432385537,-325.0159681450578,"[-0.08033469416758196, 2.3577780657620124, -8.740582180161821, 16.280443685564883, -9.304354925098067, -4.119749588390835, 4.336953012270237]"
IC2574,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.11579150388009558,-229.79374158239602,-229.4694172580717,-226.41598267416816,"[-0.12773210071076432, 0.8645369168455633]"
IC2574,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.05656355554684006,-256.4507940083385,-255.78412734167185,-251.38415564599669,"[-0.02067695777054875, 0.2926607740327757, 0.544643945535988]"
IC2574,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.0560921746315365,-254.7855367972375,-253.64267965438037,-248.03001898078176,"[-0.034493168514570925, 0.42770374193543303, 0.23399715693803863, 0.1972360562526665]"
IC2574,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.054988002595819575,-253.58078825119526,-251.81608236884233,-245.13639098062558,"[-0.06519719620072364, 0.8797085627375886, -1.558864104925997, 2.7922464946292305, -1.2357192563697923]"
IC2574,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.05216044065602137,-253.6924146941377,-251.14696014868318,-243.5591379694541,"[0.006968496122981788, -0.5533040707277864, 6.854823730364882, -17.508839391318674, 20.13436912011735, -8.14098604818558]"
IC2574,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.047191737240184835,-255.69663657198987,-252.19663657198987,-243.87448039319233,"[0.1493223394816296, -4.112126888331682, 35.12187762542766, -116.5888418873827, 190.3960595593118, -148.8046853277752, 44.655142628441546]"
IC4202,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.33960995774606995,-186.75347828415474,-186.42915395983042,-183.37571937592688,"[-0.20216774238787286, 0.5353831416279856]"
IC4202,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.33058696032402124,-185.830599637724,-185.16393297105733,-180.76396127538217,"[-0.24395266555106562, 0.7585933492836787, -0.21258115014827939]"
IC4202,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.19882832615241464,-204.16771853390358,-203.02486139104644,-197.41220071744783,"[-0.4749423010307181, 3.0163416210681153, -5.406204046513872, 3.2975383468987904]"
IC4202,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.09062580119410503,-233.59583116791103,-231.8311252855581,-225.15143389734135,"[-0.7788877707754595, 7.4908300819926215, -23.154105526884354, 28.986079106018053, -12.232638456723453]"
IC4202,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.07270461052323499,-240.40919728364224,-237.8637427381877,-230.27592055895863,"[-0.9605682007441935, 11.098504906628062, -44.33594934100154, 80.09499102564604, -66.03281302297916, 20.495304596668863]"
IC4202,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.053835513404507845,-250.42805532973102,-246.92805532973102,-238.60589915093348,"[-0.6831574933807413, 4.163282562644735, 10.749204885252173, -112.98622778458703, 265.7630476805578, -253.62175046030902, 87.02128731967609]"
KK98-251,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.12216056760797903,-227.6519370306301,-227.32761270630579,-224.27417812240225,"[-0.10901042307729909, 0.8175754235496885]"
KK98-251,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.1221279189605486,-225.66262886407125,-224.9959621974046,-220.59599050172943,"[-0.1115239109159232, 0.8310021837284308, -0.012787390646421315]"
KK98-251,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.03692792326051783,-271.5066696118598,-270.36381246900265,-264.7511517954041,"[0.07422348668075719, -0.9845375699991925, 4.163598857573018, -2.6516738083932956]"
KK98-251,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.036155794529285065,-270.35190024280166,-268.58719436044873,-261.907502972232,"[0.04854781382521296, -0.6065569341466741, 2.6643519279670613, -0.4816445290577196, -1.0333472758740865]"
KK98-251,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.019936681829557587,-292.1629356062017,-289.61748106074714,-282.02965888151806,"[-0.12428980106781093, 2.8255238469638595, -17.486521583828132, 48.13967609136481, -52.21494044174285, 19.497749777473814]"
KK98-251,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.01843931621505312,-293.28598389073346,-289.78598389073346,-281.4638277119359,"[-0.04614293111443612, 0.8718648704811045, -1.9689792921348253, -6.2514937384094384, 41.25228086308612, -57.7212950717055, 24.513982491803073]"
NGC0024,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,0.12735023297692508,-225.98774809000076,-225.66342376567644,-222.6099891817729,"[0.31419069075540695, 0.5811220860061712]"
NGC0024,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.10447597442040799,-231.90710391908337,-231.2404372524167,-226.84046555674155,"[0.24766066307303974, 0.9365177687102446, -0.33847207876578406]"
NGC0024,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.03969992808047834,-268.6114142791769,-267.46855713631976,-261.8558964627212,"[0.08569976738455838, 2.519562529909234, -3.98003727028137, 2.312104883501962]"
NGC0024,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.010383272220560416,-320.2575464883342,-318.49284060598126,-311.8131492177645,"[-0.0725103276804444, 4.848629139668667, -13.218198256105008, 15.683537854668192, -6.3673490338886785]"
NGC0024,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.010376444617551392,-318.2838574570567,-315.7384029116021,-308.15058073237304,"[-0.07605649194765013, 4.919046231663802, -13.631640131270665, 16.681116940188794, -7.417458044799618, 0.4000415279660734]"
NGC0024,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.010360118484943214,-316.3468423823822,-312.8468423823822,-304.5246862035846,"[-0.06789650771245664, 4.715047959454521, -12.01132059006857, 11.001668887954228, 2.3422553360459335, -7.663060538723001, 2.559714941806083]"
NGC0055,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.20277505495675438,-207.38149888465512,-207.0571745603308,-204.00373997642725,"[-0.03529418483042157, 0.7343478076963956]"
NGC0055,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.05698034371850637,-256.15713487114743,-255.49046820448078,-251.09049650880561,"[-0.2032577468863194, 1.6315896530065668, -0.8545160431525441]"
NGC0055,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.03254121469261199,-276.5650921115302,-275.422234968673,-269.80957429507447,"[-0.10377544779241642, 0.6592257268676077, 1.382266335781063, -1.420179288211814]"
NGC0055,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.007784422439482445,-331.78040477813556,-330.01569889578263,-323.3360075075659,"[0.04161107951675723, -1.4810606191177798, 9.871637029226166, -13.707803564188175, 5.851249655226838]"
NGC0055,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.00747260065218388,-331.41566593323284,-328.8702113877783,-321.2823892085492,"[0.06557610786341977, -1.9569403242286108, 12.665683077704024, -20.449457154130428, 12.947901225005708, -2.7034863122967168]"
NGC0055,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.0059253773288109645,-338.695614556605,-335.195614556605,-326.8734583778074,"[-0.013861134908820443, 0.028977761826662785, -3.1080871960011804, 34.83982781673891, -82.06266483436139, 75.7906109686841, -24.918761041581405]"
NGC0100,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.026309908126325925,-289.0675652007127,-288.74324087638837,-285.68980629248483,"[-0.1255052467906101, 0.9416716164568244]"
NGC0100,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.026229033710311194,-287.1907111599808,-286.52404449331414,-282.12407279763903,"[-0.1294611874655572, 0.9628037921959051, -0.020125881656267275]"
NGC0100,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.020512963548800372,-295.0231071431234,-293.88025000026624,-288.2675893266677,"[-0.08134937401413694, 0.49254735213183265, 1.0616309487231483, -0.6868297335742319]"
NGC0100,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.01086036573825331,-318.46058966407224,-316.6958837817193,-310.0161923935026,"[0.00943248722261006, -0.8438844456712783, 6.362540782278356, -8.359434771995744, 3.6536214468673864]"
NGC0100,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.007674138172144681,-330.35114944808583,-327.8056949026313,-320.2178727234022,"[0.08603854507292269, -2.3650705545367137, 15.293924051680518, -29.909649420074963, 26.33861446394005, -8.641902101741973]"
NGC0100,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.005972227778192873,-338.38058852491565,-334.88058852491565,-326.5584323461181,"[0.0027249250591245035, -0.28224367099890046, -1.2495743994981758, 28.077641152244183, -73.308275605769, 73.68254882292226, -26.134746325290404]"
NGC0247,NUISANCE_SENSITIVE_ZONE,POLY1_NULL,1,40,2,0.027594518470661467,-287.16070344932933,-286.836379125005,-283.7829445411015,"[0.05582759048373017, 0.6657989525309058]"
NGC0247,NUISANCE_SENSITIVE_ZONE,POLY2_NULL,2,40,3,0.026978393977783816,-286.06393641944646,-285.3972697527798,-280.9972980571047,"[0.06674647890726296, 0.6074715184258472, 0.055549937242912906]"
NGC0247,NUISANCE_SENSITIVE_ZONE,POLY3_NULL,3,40,4,0.026910800066192876,-284.16428150456215,-283.021424361705,-277.40876368810643,"[0.07197834645986113, 0.5563339862133929, 0.17318442355006924, -0.07468856273470226]"
NGC0247,NUISANCE_SENSITIVE_ZONE,POLY4_NULL,4,40,5,0.01745347497371659,-299.48383861512883,-297.7191327327759,-291.0394413445591,"[-0.017880561424274074, 1.8791786621893498, -5.073832568019732, 7.519911283382908, -3.6164761171988604]"
NGC0247,NUISANCE_SENSITIVE_ZONE,POLY5_NULL,5,40,6,0.006324273551291366,-338.0895823451774,-335.54412779972284,-327.95630562049377,"[-0.16105210922761598, 4.722172751883493, -21.76598463259637, 47.79580686188312, -46.01319581929519, 16.151131315084317]"
NGC0247,NUISANCE_SENSITIVE_ZONE,POLY6_NULL,6,40,7,0.006140833068575019,-337.2669728487825,-333.7669728487825,-325.4448166699849,"[-0.13369972099273733, 4.038367516495188, -16.334649488055025, 28.758212718685236, -13.298491751288278, -10.87650645341445, 8.580202466190055]"
NGC0289,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,2.106453784757619,-113.75494365073742,-113.4306193264131,-110.37718474250954,"[-0.04486249995220165, 0.9985061201604585]"
NGC0289,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.5773263273059592,-163.52908271467098,-162.86241604800432,-158.46244435232916,"[-0.5888213344807699, 3.9042710520970463, -2.7673951732729405]"
NGC0289,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.40971018863667463,-175.2473872129051,-174.10453007004796,-168.49186939644935,"[-0.8493532108125167, 6.4507722936411644, -8.625252454790854, 3.7192744644558218]"
NGC0289,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.39310775169357626,-174.90203925876818,-173.13733337641526,-166.4576419881985,"[-0.9684123934519485, 8.203484513154187, -15.5773239747007, 13.781792154056383, -4.791675090285973]"
NGC0289,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.23114992573760273,-194.1427281574204,-191.59727361196587,-184.0094514327368,"[-1.5145796850999451, 19.048868292006325, -79.25413424016587, 167.42528588105245, -166.52563640960904, 61.61293764545644]"
NGC0289,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.22098255147481727,-193.94203949191512,-190.44203949191512,-182.11988331311758,"[-1.718214516330468, 24.139705790619953, -119.68968984931101, 309.15759960418984, -410.082183809963, 262.8300455734072, -63.87844696125516]"
NGC0300,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.18967305689488517,-210.05331585266947,-209.72899152834515,-206.6755569444416,"[0.058897796515272674, 0.8405336067161785]"
NGC0300,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.098876050736111,-234.11070720603317,-233.4440405393665,-229.04406884369135,"[-0.07365227172492415, 1.548600680122516, -0.6743495937203217]"
NGC0300,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.09210470020908146,-234.94835029517282,-233.80549315231568,-228.19283247871707,"[-0.12601721042452405, 2.0604281896366134, -1.8517346483886317, 0.7475460664560704]"
NGC0300,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.08744379922974344,-235.02553762436855,-233.26083174201563,-226.58114035379887,"[-0.1891001489249429, 2.989094376496988, -5.535256493731324, 6.079122938563912, -2.5388461295751594]"
NGC0300,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.0595722014650629,-248.37782744812318,-245.83237290266865,-238.24455072343957,"[0.037471545027829095, -1.5099977733238932, 20.88039121710602, -57.65824685798407, 64.55476812777242, -25.55947209803718]"
NGC0300,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.05117208239775374,-252.45762461723473,-248.95762461723473,-240.6354684384372,"[0.22256470966613554, -6.137296637589345, 57.63414746980421, -186.4853356227287, 285.9346364651494, -208.45505563205052, 58.0620900107985]"
NGC0801,PATHOLOGY_ARCHIVE_ZONE,POLY1_NULL,1,40,2,0.032217058581019115,-280.96554604908863,-280.6412217247643,-277.58778714086077,"[-0.5368123526550015, 0.9410770362538748]"
NGC0801,PATHOLOGY_ARCHIVE_ZONE,POLY2_NULL,2,40,3,0.028755204771311053,-283.5126378685522,-282.8459712018855,-278.4459995062104,"[-0.5626943955909542, 1.0793359043083843, -0.13167511243286678]"
NGC0801,PATHOLOGY_ARCHIVE_ZONE,POLY3_NULL,3,40,4,0.028711891180203925,-281.5729347721515,-280.4300776292943,-274.81741695569576,"[-0.5585063148323824, 1.0384005953490703, -0.03750936307195274, -0.059787777372008244]"
NGC0801,PATHOLOGY_ARCHIVE_ZONE,POLY4_NULL,4,40,5,0.02799720106759247,-280.5812075915635,-278.81650170921057,-272.13681032099385,"[-0.5338041017324839, 0.6747506038962615, 1.40489556835311, -2.147543217813748, 0.9941692573532117]"
NGC0801,PATHOLOGY_ARCHIVE_ZONE,POLY5_NULL,5,40,6,0.008899918808514477,-324.42370316153654,-321.878248616082,-314.2904264368529,"[-0.34625693731816176, -3.0494214690438377, 23.27073299007408, -54.90683880334868, 56.531632409731024, -21.157128819953464]"
NGC0801,PATHOLOGY_ARCHIVE_ZONE,POLY6_NULL,6,40,7,0.0022745713554282055,-376.9937245456771,-373.4937245456771,-365.1715683668795,"[-0.18187579682174723, -7.158923114942535, 55.91172425602246, -169.31810741698538, 253.13897504907368, -183.58659871327856, 51.564911077246585]"
NGC0891,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,2.865621183255771,-101.44377238234055,-101.11944805801623,-98.06601347411268,"[-1.534034060113343, 1.7981035381832815]"
NGC0891,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,2.8482681199735973,-99.68673286984992,-99.02006620318325,-94.62009450750811,"[-1.5919812348637234, 2.107650617127938, -0.2948067418520546]"
NGC0891,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,1.7090060988797164,-118.11869925214302,-116.97584210928588,-111.36318143568727,"[-0.9127545163098547, -4.5312747475553445, 14.977079505249202, -9.696435712445245]"
NGC0891,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.6011228288282121,-157.91341781408806,-156.14871193173514,-149.46902054351838,"[0.059822448254646235, -18.848923268388884, 71.76752998857044, -91.89566380614824, 39.14248956842999]"
NGC0891,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.18498548151310734,-203.0542955761944,-200.50884103073986,-192.92101885151078,"[0.9352960715656803, -36.23342720750395, 173.8376624488737, -338.17702889022087, 298.3923921054924, -98.76186763316664]"
NGC0891,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.1282394265350703,-215.70942786459574,-212.20942786459574,-203.8872716857982,"[1.4163740718988738, -48.26029858827413, 269.3648181778881, -673.0131551879763, 873.7836259302236, -574.128106944289, 150.90991724162782]"
NGC1003,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.2993874978138777,-191.79584077804367,-191.47151645371935,-188.4180818698158,"[0.01565749748398677, 0.981820926643961]"
NGC1003,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.10177533883686404,-232.9546763775419,-232.28800971087523,-227.88803801520007,"[-0.17988944180897287, 2.0264099702936837, -0.9948467082378315]"
NGC1003,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.09427716406146874,-234.01582941758076,-232.87297227472362,-227.260311601125,"[-0.23499313799868363, 2.565006754443392, -2.233810602054903, 0.7866437421060792]"
NGC1003,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.08556977704713481,-235.89210336688777,-234.12739748453484,-227.4477060963181,"[-0.3212156955653175, 3.8343194348636773, -7.26849481157224, 8.073910389857398, -3.4701269751196713]"
NGC1003,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.08518434779292394,-234.07268109953833,-231.5272265540838,-223.93940437485472,"[-0.2945718408955405, 3.3052455894311303, -4.162128493976232, 0.5786704140861644, 4.419792883604754, -3.005683755704543]"
NGC1003,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.06716008259837605,-241.58222684051682,-238.08222684051682,-229.76007066171928,"[-0.023442546292079987, -3.4729424621882425, 49.67573216552013, -188.13060888782732, 328.70279738577193, -270.9159042469372, 85.05086364801105]"
NGC1090,HALO_COMPARATOR_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.08615814056575907,-241.6180112663269,-241.29368694200258,-238.24025235809904,"[-0.22826940616826177, 0.7271833239005943]"
NGC1090,HALO_COMPARATOR_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.08448171843781856,-240.40398287953005,-239.7373162128634,-235.33734451718823,"[-0.24628032560368973, 0.8233955641756497, -0.09163070502386239]"
NGC1090,HALO_COMPARATOR_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.08418566299034286,-238.5444039847908,-237.40154684193365,-231.78888616833504,"[-0.2353309468290214, 0.7163737016826108, 0.15455758903968447, -0.15631002797685467]"
NGC1090,HALO_COMPARATOR_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.04989174312289914,-257.4711685003598,-255.70646261800687,-249.0267712297901,"[-0.4064449459573781, 3.2354032343336026, -9.83708466505525, 14.305721417190833, -6.886681640556042]"
