galaxy,zone,model,degree,n_points,k_effective,rss,aic,aicc,bic,coef_json
NGC1705,NUISANCE_SENSITIVE_ZONE,POLY3_NULL,3,40,4,0.020603634969291275,-294.84668872187575,-293.7038315790186,-288.09117090542003,"[0.10952897486481547, 3.084488920670547, -4.357697691012394, 2.0819919147872348]"
NGC1705,NUISANCE_SENSITIVE_ZONE,POLY4_NULL,4,40,5,0.013466075885561774,-309.85844430573667,-308.09373842338374,-301.41404703516696,"[0.03146478893502698, 4.2336993347874134, -8.916000475359647, 8.679737963672036, -3.141783832802282]"
NGC1705,NUISANCE_SENSITIVE_ZONE,POLY5_NULL,5,40,6,0.012740722333233485,-310.07325546013305,-307.5278009146785,-299.9399787354494,"[0.06801581642138964, 3.507896221596871, -4.654572012234319, -1.6025100731354098, 7.681900697670631, -4.1233083925611105]"
NGC1705,NUISANCE_SENSITIVE_ZONE,POLY6_NULL,6,40,7,0.007746082116499922,-327.9779020364294,-324.4779020364294,-316.1557458576318,"[0.21074072212374675, -0.060203093953323905, 23.68616334460517, -100.9407764634081, 178.387398626768, -145.15366445287856, 44.77154160645035]"
NGC2366,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.7327014763760474,-155.9958550780764,-155.67153075375208,-152.61809616984854,"[0.017578639090939614, 0.8345909725274608]"
NGC2366,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.15660407142207977,-215.7165580405392,-215.04989137387255,-210.6499196781974,"[-0.3163027031318732, 2.6181463338440807, -1.6986241536348756]"
NGC2366,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.10015202333744508,-231.59781872473917,-230.45496158188203,-224.84230090828342,"[-0.16510583241183224, 1.140311742441135, 1.7009202804685533, -2.15844091054186]"
NGC2366,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.020770973193682023,-292.52312962270264,-290.7584237403497,-284.078732352133,"[0.09523086848944573, -2.6921966516343123, 16.902430351340453, -24.16130200866439, 10.47755290386787]"
NGC2366,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.02011499384563096,-291.80676934614223,-289.26131480068767,-281.6734926214586,"[0.06047166610310024, -2.0019742683253106, 12.84990803962225, -14.383116138750037, 0.1844731456847586, 3.92117324121261]"
NGC2366,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.017756495175922322,-294.79533434819785,-291.29533434819785,-282.9731781694003,"[0.1585482832259146, -4.453873666718817, 32.324879397236934, -82.64563185356485, 117.48858120420196, -92.99099612372474, 30.76576805236132]"
NGC2403,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.2967874213846159,-192.1447441392214,-191.82041981489706,-188.76698523099353,"[0.014864543436129397, 0.9282383760219317]"
NGC2403,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.06232885192506707,-252.56841206977492,-251.90174540310827,-247.5017737074331,"[-0.1981343006860531, 2.0660534688306873, -1.0836334217226247]"
NGC2403,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.05882639073885657,-252.88176627170407,-251.73890912884693,-246.12624845524832,"[-0.23579510726099873, 2.4341592532397094, -1.9304074638439408, 0.5376343124579803]"
NGC2403,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.05604330602804468,-252.82040077163566,-251.05569488928273,-244.37600350106598,"[-0.18704897194333098, 1.7165502025874697, 0.9159636562565092, -3.582239838024082, 1.9618448335628904]"
NGC2403,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.03414392542678179,-270.64200168235374,-268.0965471368992,-260.5087249576701,"[0.01378659866546197, -2.271493155199165, 24.33107605821755, -60.07972550744587, 61.43434145703525, -22.656189189894246]"
NGC2403,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.01526586017418705,-300.8406303623102,-297.3406303623102,-289.01847418351264,"[0.29126322229431134, -9.208363395043152, 79.42931920839166, -253.20682283828972, 393.3090410208607, -296.83837789911485, 87.04196466959465]"
NGC2683,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,1.17268296465803,-137.18340793331956,-136.85908360899523,-133.8056490250917,"[-0.42586365445748103, 1.1597132223696485]"
NGC2683,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.4069964572420185,-177.51321009025713,-176.84654342359048,-172.4465717279153,"[-0.8107829553711668, 3.215907432708912, -1.9582802003231088]"
NGC2683,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.33983805691503666,-182.72662128581325,-181.5837641429561,-175.9711034693575,"[-0.9756952835167589, 4.827800204839185, -5.666206062760127, 2.354238642817158]"
NGC2683,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.31643687576002566,-183.58043824318565,-181.81573236083273,-175.13604097261597,"[-0.834345266109144, 2.746936744781644, 2.5874658386696052, -9.592232171593155, 5.688795625909678]"
NGC2683,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.2352849718480245,-193.43349229806407,-190.88803775260953,-183.30021557338046,"[-0.4477343828582954, -4.930094571547654, 47.66183817071761, -118.35056999937935, 120.17406523744275, -43.61343604248879]"
NGC2683,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.23489457350099513,-191.4999177205408,-187.9999177205408,-179.67776154174325,"[-0.48763702423005056, -3.9325350589548327, 39.73841237764029, -90.57784737077242, 72.44868591043667, -4.18455225576473, -12.517105964039294]"
NGC2841,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,0.2420754276748342,-200.2954148358476,-199.97109051152327,-196.91765592761973,"[0.23862932838673742, 0.656498393809176]"
NGC2841,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.12694791301687477,-224.11431457962868,-223.44764791296203,-219.04767621728686,"[0.08937265567915924, 1.4538102083825986, -0.7593445853080214]"
NGC2841,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.04180708708513637,-266.54275441782454,-265.3998972749674,-259.7872366013688,"[-0.09631023170689802, 3.268719423790855, -4.934280371448311, 2.6507528800890756]"
NGC2841,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.03910531916541367,-267.21504941284815,-265.4503435304952,-258.77065214227844,"[-0.1443389500253382, 3.975767125766244, -7.738760272596318, 6.709993141730825, -1.9329715531627354]"
NGC2841,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.03720403713821116,-267.2086980993871,-264.66324355393255,-257.07542137470347,"[-0.08516262511759698, 2.8006876875414455, -0.8394829431398201, -9.937025901307782, 15.590636304732326, -6.675660136340977]"
NGC2841,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.032427644294847464,-270.70493820421666,-267.20493820421666,-258.8827820254191,"[-0.22473442507894087, 6.2899598749110615, -28.5541093884449, 87.20664062907366, -151.34360332229178, 131.2390264956973, -43.78244020064735]"
NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,POLY1_NULL,1,40,2,2.112116379756939,-113.64755942946051,-113.32323510513619,-110.26980052123264,"[-0.9292764204051054, 1.7417390202803607]"
NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.9612050899674586,-143.1378773527053,-142.47121068603863,-138.07123899036347,"[-1.4011928706234442, 4.262661900477524, -2.400878933521109]"
NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.9394691322396032,-142.05279081206493,-140.9099336692078,-135.29727299560918,"[-1.3073735374625421, 3.3456491658405447, -0.29142395380132213, -1.3393364950601798]"
NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.5757471366237136,-159.63864670822323,-157.8739408258703,-151.19424943765355,"[-0.7501085472980169, -4.858045300349237, 32.24824229687751, -48.437667736825254, 22.427776781792907]"
NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.29714279767101553,-184.09687638406655,-181.55142183861201,-173.96359965938294,"[-0.033769447736881, -19.082574248422837, 115.76512371035973, -249.9525581978179, 234.5539183351546, -80.80995868699497]"
NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.18819602749225947,-200.36602456290694,-196.86602456290694,-188.5438683841094,"[0.6328144826325306, -35.747063560944866, 248.12799808574354, -713.9030629863591, 1031.8187067424099, -739.4796462334998, 209.1014881100036]"
NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,1.9615496280054892,-116.60578666874461,-116.28146234442029,-113.22802776051674,"[0.24417703089683504, 0.8658711687427846]"
NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.8706428422555181,-147.0961158061898,-146.42944913952314,-142.02947744384798,"[-0.21527271201596523, 3.3201983460931483, -2.337454454619394]"
NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.17118414417582695,-210.1557955789177,-209.01293843606055,-203.40027776246194,"[-0.7474838866027912, 8.522158413057358, -14.303810158398367, 7.597686161129512]"
NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.15043171164021812,-213.32501980536512,-211.5603139230122,-204.88062253479544,"[-0.8805941314658123, 10.481721275338579, -22.076347494917478, 18.847756621109266, -5.357176409514155]"
NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.11076255585960332,-223.56983837616198,-221.02438383070745,-213.43656165147837,"[-0.6102909248106694, 5.1142412785343305, 9.437890482224617, -57.19181892870601, 74.68644582524045, -30.492808470382716]"
NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.07517980835700826,-237.0700817634115,-233.5700817634115,-225.24792558461397,"[-0.2293414323640012, -4.409433770113171, 85.0826330492168, -322.3372886396755, 530.3194166366538, -406.91934941895545, 119.50048919002411]"
NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,0.6380745765718965,-161.52718261616013,-161.2028582918358,-158.14942370793227,"[-0.5356275340377195, 0.7927221326691898]"
NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.5304374821729405,-166.91730515897586,-166.2506384923092,-161.85066679663404,"[-0.6799470867222787, 1.5636604253563786, -0.7342269454163705]"
NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.36122270113465,-180.2856025727271,-179.14274542986996,-173.53008475627135,"[-0.41817574467095975, -0.9949556523382368, 5.1514987620032455, -3.7369687031235665]"
NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.15765607246264093,-211.4487531685154,-209.68404728616247,-203.00435589794571,"[-0.0012773055567759186, -7.13226461358204, 29.49491941220296, -38.971948696712495, 16.778561901709008]"
NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.07677648210964425,-238.22945449475256,-235.68399994929803,-228.09617777006895,"[0.38468437633261415, -14.796404572222196, 74.49360234917056, -147.54765829532454, 131.07158655553795, -43.54019986812531]"
NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.0759247642140076,-236.67567310724004,-233.17567310724004,-224.8535169284425,"[0.3257463557558424, -13.322963690652749, 62.7903412021163, -106.52608073839572, 60.57902535881653, 14.698059155649352, -18.48833619802368]"
NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.1507637115054017,-219.2368378546098,-218.91251353028548,-215.85907894638194,"[-0.06632203583362276, 0.1097511717208516]"
NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.07287565590148477,-246.3152035240997,-245.64853685743304,-241.24856516175788,"[0.05644439288524945, -0.5460528353958971, 0.6245752448730939]"
NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.03623662057032925,-272.2625803056032,-271.119723162746,-265.5070624891475,"[-0.06536336990446326, 0.6445255442674958, -2.114177879119115, 1.738890872376006]"
NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.03568570589994603,-270.8753807779776,-269.1106748956247,-262.430983507408,"[-0.04367538782544712, 0.32524911078488616, -0.8477791084130128, -0.0941109884109292, 0.8728580289461605]"
NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.02740120480820212,-279.4419099826593,-276.89645543720474,-269.30863325797566,"[0.0798504756890195, -2.1276355948996093, 13.553912633607005, -34.84343692980855, 37.45199328126475, -13.934908667549944]"
NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.015623432973056966,-299.9145132890925,-296.4145132890925,-288.0923571102949,"[-0.1393185758452155, 3.3515548723896957, -29.966256865716318, 117.70088263846542, -224.6841902298605, 202.63198428760163, -68.75139458893754]"
NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.22722950418164933,-202.82696778902834,-202.50264346470402,-199.44920888080048,"[-0.14570459152571608, 0.6767045421478609]"
NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.22434422158266476,-201.33812629070326,-200.6714596240366,-196.27148792836144,"[-0.12207597089579587, 0.5504831943946619, 0.12021080738399897]"
NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.05276161294457929,-257.23403337445393,-256.09117623159676,-250.47851555799818,"[0.14152049577260975, -2.025972090420491, 6.046973027027809, -3.7630236315198813]"
NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.01640860610895843,-301.95315092657484,-300.1884450442219,-293.5087536560052,"[0.3176966583478946, -4.6195235165861686, 16.334203756940596, -18.65289363649538, 7.090414288083567]"
NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.010885383300355211,-316.36855301600895,-313.8230984705544,-306.2352762913253,"[0.41855713131061584, -6.622335757679248, 28.093372235802196, -47.02616988705732, 36.95775362211845, -11.378034032013293]"
NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.010774930228471811,-314.7765028977227,-311.2765028977227,-302.95434671892514,"[0.39733267572470915, -6.091727836963731, 23.878854272777673, -32.2536912323538, 11.572336541344635, 9.594427037331709, -6.657924148998404]"
NGC3109,NUISANCE_SENSITIVE_ZONE,POLY1_NULL,1,40,2,0.02466848784877232,-291.6443239831382,-291.31999965881386,-288.2665650749103,"[-0.0774057404684281, 1.0490592315855645]"
NGC3109,NUISANCE_SENSITIVE_ZONE,POLY2_NULL,2,40,3,0.019793218473738928,-298.45181421555503,-297.78514754888835,-293.38517585321324,"[-0.10812024399497358, 1.2131325429908806, -0.15626029657649132]"
NGC3109,NUISANCE_SENSITIVE_ZONE,POLY3_NULL,3,40,4,0.01025231506474276,-322.7652477215711,-321.6223905787139,-316.00972990511536,"[-0.04596214826980029, 0.6055843605388417, 1.2413163024011777, -0.8873502215731232]"
NGC3109,NUISANCE_SENSITIVE_ZONE,POLY4_NULL,4,40,5,0.009997883878713473,-321.77045098494744,-320.0057451025945,-313.32605371437774,"[-0.031223347505543897, 0.38860927614981156, 2.101940361455273, -2.1330285483173803, 0.5931801555925031]"
NGC3109,NUISANCE_SENSITIVE_ZONE,POLY5_NULL,5,40,6,0.004300507781067495,-353.5160651499249,-350.9706106044703,-343.38278842524124,"[0.07121490551097447, -1.6455333475269731, 14.045059806737921, -30.950153494150978, 30.927740105166446, -11.556022837932934]"
NGC3109,NUISANCE_SENSITIVE_ZONE,POLY6_NULL,6,40,7,0.004300323532883092,-351.5177789208636,-348.0177789208636,-339.695622742066,"[0.07208176612011916, -1.6672047210753789, 14.217191411897534, -31.553498997795813, 31.964544937438962, -12.412591351743936, 0.2719265123210186]"
NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.3679292747128139,-183.54976006712295,-183.22543574279862,-180.17200115889509,"[0.08498985209803155, 0.7682512770228866]"
NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.07999604523592849,-242.58630136780053,-241.91963470113387,-237.5196630054587,"[-0.15105258250924822, 2.029162554482333, -1.2008678832947113]"
NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.05362490287368472,-256.5848466825148,-255.44198953965767,-249.82932886605906,"[-0.254392336424642, 3.039230172125124, -3.5243821436869416, 1.4752471494553874]"
NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.045181392433298516,-261.4379761139071,-259.67327023155417,-252.99357884333742,"[-0.16948631335240197, 1.7892986603352306, 1.433427340500253, -5.7007500325975204, 3.4171415152632942]"
NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.017038190786500033,-298.44709567331944,-295.9016411278649,-288.3138189486358,"[0.058186655086753844, -2.7316617789884017, 27.977470961513845, -69.74792171993575, 70.83687102686795, -25.68370648061131]"
NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.014974789914331994,-301.6106647314396,-298.1106647314396,-289.78850855264204,"[0.1499225843760311, -5.025045017867388, 46.19337856296985, -133.59724175592237, 180.55722719210044, -116.33046996959247, 28.77675031396262]"
NGC3521,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.4677486716161312,-173.94814431560167,-173.62381999127734,-170.5703854073738,"[-0.7974563092008621, 1.3421843823115611]"
NGC3521,RESPONSE_FAMILY_DOMINANT_ZONE,POLY2_NULL,2,40,3,0.43764258207868784,-174.6092871399499,-173.94262047328326,-169.5426487776081,"[-0.8737821093254885, 1.7499079439600371, -0.38830815395092966]"
NGC3521,RESPONSE_FAMILY_DOMINANT_ZONE,POLY3_NULL,3,40,4,0.22169220840453857,-199.81379047444742,-198.67093333159028,-193.05827265799167,"[-0.5780626310430005, -1.140525384959151, 6.260715080879471, -4.221602053860574]"
NGC3521,RESPONSE_FAMILY_DOMINANT_ZONE,POLY4_NULL,4,40,5,0.0405887909368578,-265.7257115962407,-263.9610057138878,-257.281314325671,"[-0.18483837465951883, -6.929318352398832, 29.221759270309192, -37.45571258712411, 15.825766920601689]"
NGC3521,RESPONSE_FAMILY_DOMINANT_ZONE,POLY5_NULL,5,40,6,0.02798188725594398,-278.6030926382681,-276.05763809281353,-268.46981591358445,"[-0.03245803539889073, -9.955173772350163, 46.98755026450874, -80.32215306667814, 60.949442894386806, -17.18997179953721]"
NGC3521,RESPONSE_FAMILY_DOMINANT_ZONE,POLY6_NULL,6,40,7,0.02275357847954028,-284.87649217059334,-281.37649217059334,-273.05433599179577,"[-0.1784833915325939, -6.30456373544254, 17.991447914967583, 21.31326687605751, -113.70354430789885, 127.101648979818, -45.806863739478125]"
NGC3726,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,0.20604923349644066,-206.74078381225286,-206.41645948792853,-203.363024904025,"[-0.5512433218890741, 1.1597782477120755]"
NGC3726,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.11577122181586422,-227.80074860452265,-227.134081937856,-222.73411024218083,"[-0.41907262375695276, 0.4537377253722842, 0.6724195450855155]"
NGC3726,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.0614833885711337,-251.11470797211246,-249.97185082925532,-244.3591901556567,"[-0.270802310355433, -0.9954919906887474, 4.0061626064761136, -2.1166622612003807]"
NGC3726,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.054896259367269266,-253.64758089154503,-251.8828750091921,-245.20318362097535,"[-0.3457960598967856, 0.10851744641870131, -0.37285208856545404, 4.221579902402695, -3.0182105540967044]"
NGC3726,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.03957394214070181,-264.73855432720865,-262.1930997817541,-254.60527760252504,"[-0.17780470084849134, -3.2273299912999382, 19.213003856924146, -43.03643007883419, 46.72828357284977, -18.9510453816939]"
NGC3726,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.027757848123566072,-276.92464470498743,-273.42464470498743,-265.10248852618986,"[0.04172062415384681, -8.71542723706183, 62.80391820644656, -195.82872030440922, 309.2905864039976, -235.86998182786436, 68.86315442735638]"
NGC3741,NUISANCE_SENSITIVE_ZONE,POLY1_NULL,1,40,2,0.11344949461668477,-230.61107906235966,-230.28675473803534,-227.2333201541318,"[0.06353540740686876, 1.0182747681784468]"
NGC3741,NUISANCE_SENSITIVE_ZONE,POLY2_NULL,2,40,3,0.02309084751289525,-292.2879362257537,-291.621269559087,-287.2212978634119,"[-0.068694304327898, 1.7246305343311683, -0.6727197772883072]"
NGC3741,NUISANCE_SENSITIVE_ZONE,POLY3_NULL,3,40,4,0.01763238439113038,-301.07589998383304,-299.9330428409759,-294.3203821673773,"[-0.021679120163067066, 1.2650928127561074, 0.384380193661767, -0.6711745847302051]"
NGC3741,NUISANCE_SENSITIVE_ZONE,POLY4_NULL,4,40,5,0.0171769140882623,-300.1227382004117,-298.35803231805875,-291.67834092984197,"[-0.0019591156545689663, 0.9747876711898995, 1.5358653515199054, -2.337849005020161, 0.7936544858523601]"
NGC3741,NUISANCE_SENSITIVE_ZONE,POLY5_NULL,5,40,6,0.016688704870690303,-299.2761039021245,-296.7306493566699,-289.14282717744084,"[-0.031945748773632224, 1.570239924345834, -1.9602303994012478, 6.09775515505433, -8.086146694370921, 3.3827814019898197]"
NGC3741,NUISANCE_SENSITIVE_ZONE,POLY6_NULL,6,40,7,0.016069212470114,-298.7891824305271,-295.2891824305271,-286.9670262517295,"[-0.08221074467092791, 2.826856606449601, -11.941298100427671, 41.082802284561176, -68.20537473538096, 53.0509891606917, -15.767685002762624]"
NGC3769,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,1.8555488675153047,-118.82795665468045,-118.50363233035613,-115.45019774645257,"[-0.1336178077445081, 1.1487210624700939]"
NGC3769,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.3818168868919362,-180.06774372408944,-179.40107705742278,-175.00110536174762,"[-0.6676327943567135, 4.001367113473495, -2.716805762860382]"
NGC3769,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.17418860038235337,-209.45984442578822,-208.31698728293108,-202.70432660933247,"[-0.9575982159558963, 6.835558907981394, -9.236453493567673, 4.139458876639556]"
NGC3769,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.1019686044476571,-228.87879066898302,-227.1140847866301,-220.43439339841333,"[-1.2059147894557845, 10.491114767111887, -23.73608754345277, 25.12641559908644, -9.993788915450894]"
NGC3769,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.1018533834281466,-226.92401485033258,-224.37856030487805,-216.79073812564897,"[-1.1913471033299654, 10.201840493056352, -22.037663270110542, 21.028348530413542, -5.679928271625423, -1.6433754833620842]"
NGC3769,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.09290657193598698,-228.60161390933246,-225.10161390933246,-216.77945773053492,"[-1.000325800261028, 5.42633913692163, 15.893237234987373, -111.92479652229609, 222.7902640538234, -190.3967136225373, 59.92169464735762]"
NGC3877,PATHOLOGY_ARCHIVE_ZONE,POLY1_NULL,1,40,2,0.849110216736437,-150.09782942931994,-149.77350510499562,-146.72007052109208,"[-0.026490114314422414, -0.36229893620124753]"
NGC3877,PATHOLOGY_ARCHIVE_ZONE,POLY2_NULL,2,40,3,0.7239624119297914,-154.47581037128592,-153.80914370461926,-149.4091720089441,"[-0.1821066738063735, 0.468986655092126, -0.7917005631365462]"
NGC3877,PATHOLOGY_ARCHIVE_ZONE,POLY3_NULL,3,40,4,0.12076093025080813,-224.1128769993848,-222.97001985652767,-217.35735918292906,"[-0.6763424178881012, 5.299765727657527, -11.904208149613332, 7.055560372366219]"
NGC3877,PATHOLOGY_ARCHIVE_ZONE,POLY4_NULL,4,40,5,0.12061790743652344,-222.16027894477247,-220.39557306241954,-213.7158816742028,"[-0.6652919762115542, 5.137088278273717, -11.25895375462368, 6.121610866052697, 0.44473786014930416]"
NGC3877,PATHOLOGY_ARCHIVE_ZONE,POLY5_NULL,5,40,6,0.03128796280114982,-274.13605138244196,-271.5905968369874,-264.0027746577583,"[-0.2596683425902732, -2.917484091157933, 36.03208610123293, -107.9852445989907, 120.56016416544342, -45.758257640112085]"
NGC3877,PATHOLOGY_ARCHIVE_ZONE,POLY6_NULL,6,40,7,0.012762380565936912,-308.00531631407466,-304.50531631407466,-296.1831601352771,"[0.015205613453865046, -9.789288066764806, 90.61352026927878, -299.30085370650096, 449.3219545715643, -317.3686798144506, 86.2255308489972]"
NGC3893,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY1_NULL,1,40,2,0.5053939446357396,-170.85186078175644,-170.52753645743212,-167.47410187352858,"[-0.5892788694481362, 1.2184612843806377]"
NGC3893,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY2_NULL,2,40,3,0.024632823465975492,-289.70219569172656,-289.0355290250599,-284.63555732938477,"[-0.8942852052519337, 2.8477697142460308, -1.5517223141575174]"
NGC3893,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY3_NULL,3,40,4,0.01579076869021857,-305.488368956894,-304.34551181403685,-298.7328511404383,"[-0.8344468632115545, 2.26289536242684, -0.20630357856733927, -0.8542341178350314]"
NGC3893,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY4_NULL,4,40,5,0.010131613716419284,-321.2389650716035,-319.4742591892506,-312.79456780103385,"[-0.764935985791239, 1.2396012196085768, 3.852556733797011, -6.729080712237407, 2.797545997334466]"
NGC3893,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY5_NULL,5,40,6,0.005401258853740617,-344.40010742525044,-341.8546528797959,-334.2668307005668,"[-0.6715951726896912, -0.6138912099029796, 14.735019555686652, -32.98698529851786, 30.43812368577173, -10.52974388130944]"
NGC3893,MIXED_THREE_WAY_COMPETITIVE_ZONE,POLY6_NULL,6,40,7,0.0037525053432709665,-356.9684409859452,-353.4684409859452,-345.14628480714765,"[-0.5895929684518365, -2.663932913380081, 31.01811154685498, -90.0615145762361, 128.51650066433163, -91.55834925668822, 25.723366785834774]"
NGC3917,RESPONSE_FAMILY_DOMINANT_ZONE,POLY1_NULL,1,40,2,0.05869346980755677,-256.9722503736168,-256.6479260492925,-253.59449146538896,"[0.016024406004140807, 0.5034901756107368]"
