comparator,aic,rss,galaxy,zone,rotmod_points,Rlast_kpc,delta_aic_vs_best,params_json,comparator_family
SN_RRF_SATURATING_FAMILY,156.54266777316658,7.277010655526173,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,95.26750851185128,"{""amplitude"": 0.3077246624227884, ""n"": 8.0, ""scale"": 0.5}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,158.47066137847526,8.177204448344934,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,97.19550211715995,"{""amplitude"": 0.12946260124734707, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,155.55700335698032,7.49340591138275,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,94.28184409566501,"{""amplitude"": 0.36614848640107894, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,155.41009955490145,7.461574336711898,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,94.13494029358614,"{""amplitude"": 0.3908847456072413, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,156.7666812186881,7.323688832812598,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,95.49152195737278,"{""amplitude"": 0.41557495301287917, ""extra"": 1.4, ""scale"": 0.4}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,61.2751592613153,0.48317042916783565,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,0.0,"{""gas_coef"": 21.449554419404645, ""stellar_coef"": -0.5463254767937159}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,89.64260648602942,1.1085364454230229,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,28.36744722471412,"{""intercept"": -0.7555529843258953, ""slope"": 1.3729798997974814}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,64.24883408980182,0.45676329608344624,NGC2903,HALO_COMPARATOR_DOMINANT_ZONE,34,24.96,2.9736748284865158,"{""coef"": [-0.5395210790934849, -5.5641039085442365, 41.36176034828642, -87.35663686041096, 77.48783449913982, -25.025324189746264], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,10.816374667742144,0.29241236434827717,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,61.91994235640399,"{""amplitude"": 0.8253061303771504, ""scale"": 0.2}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,8.740314246133437,0.199470434536669,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,59.843881934795284,"{""amplitude"": 0.8075870015527129, ""n"": 6.0, ""scale"": 0.2}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,31.90465713192355,0.9090336925005721,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,83.0082248205854,"{""amplitude"": 0.9297234992708657, ""scale"": 1.25}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,19.516162046740636,0.4872165395216742,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,70.61972973540249,"{""amplitude"": 0.8311651618602798, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,21.131641655263284,0.6208031697032041,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,72.23520934392513,"{""amplitude"": 0.9065058446339304, ""scale"": 0.15}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,11.62162120010586,0.2635494414899138,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,62.725188888767704,"{""amplitude"": 0.8104981586276648, ""extra"": 1.4, ""scale"": 0.1}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,23.464303309686077,1.6090547134165796,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,74.56787099834793,"{""gas_coef"": 20.79977385677935, ""stellar_coef"": -0.9135487165798294}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,34.84961090968157,2.102263574081793,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,85.95317859834341,"{""intercept"": -0.1133318936368598, ""slope"": 1.2425308928617742}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-51.10356768866185,0.10068387915942885,NGC2915,RESPONSE_FAMILY_DOMINANT_ZONE,30,10.04,0.0,"{""coef"": [-0.30388813681363475, 0.4751841710093152, 29.300569790236292, -94.96833811409154, 107.74035129290837, -41.376953683199076], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,91.0327580817424,2.5787213209801045,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,77.77275491707562,"{""amplitude"": 0.06676983431150542, ""scale"": 2.0}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,92.94258121709338,2.5615889725674372,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,79.68257805242659,"{""amplitude"": 0.09425330778842057, ""n"": 12.0, ""scale"": 0.65}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,91.07284689013343,2.592700860246012,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,77.81284372546665,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,91.07284689013343,2.592700860246012,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,77.81284372546665,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,91.07284689013343,2.592700860246012,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,77.81284372546665,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,92.99799305244102,2.5732349320918813,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,79.73798988777423,"{""amplitude"": 0.09652086190072034, ""extra"": 1.4, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,26.875536969422704,0.21846266797728814,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,13.61553380475592,"{""gas_coef"": 4.235031710840309, ""stellar_coef"": -0.3536218060511767}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,56.794800265519044,0.660231670462628,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,43.53479710085226,"{""intercept"": -0.43237429878952965, ""slope"": 0.5175958716502143}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,13.260003164666784,0.08508229111878077,NGC2955,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,24,35.43,0.0,"{""coef"": [0.19810746125570075, -10.046123192603666, 46.75272004572757, -81.87356551457803, 63.03010684920534, -17.979919276738954], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-14.018810335335019,0.08341373268904595,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,23.892067911352058,"{""amplitude"": 0.0, ""scale"": 0.05}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-17.099162359834626,0.05359248677460411,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,20.81171588685245,"{""amplitude"": 0.1430714144681292, ""n"": 12.0, ""scale"": 1.0}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,-14.018810335335019,0.08341373268904595,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,23.892067911352058,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-14.018810335335019,0.08341373268904595,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,23.892067911352058,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-14.018810335335019,0.08341373268904595,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,23.892067911352058,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-12.093876591408272,0.08009895781770705,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,25.817001655278805,"{""amplitude"": 0.012727765253121718, ""extra"": 1.4, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,-29.952125234662198,0.053723536372645084,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,7.958753012024879,"{""gas_coef"": 1.0916381119185712, ""stellar_coef"": -0.1502952710879586}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,-24.69528499048687,0.0736087286361794,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,13.215593256200208,"{""intercept"": -0.02470068939759956, ""slope"": 0.004745183311056986}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-37.910878246687076,0.020593894077282397,NGC2976,RESPONSE_FAMILY_DOMINANT_ZONE,27,2.27,0.0,"{""coef"": [0.008614393141151165, -0.5520247387729819, 3.5035629036958778, -8.914907546299636, 8.91541855079551, -2.7910241656063244], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,7.8415287259547615,0.12383304599626942,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,14.211003944013994,"{""amplitude"": 0.49568281643916834, ""scale"": 0.65}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,6.7303171073144465,0.11274526824255927,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,13.099792325373679,"{""amplitude"": 0.4291264262831289, ""n"": 8.0, ""scale"": 0.5}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,20.0217800682588,0.20193276937074994,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,26.39125528631803,"{""amplitude"": 0.40601866452532676, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,11.787526293040887,0.14343059244456505,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,18.15700151110012,"{""amplitude"": 0.4926974606295641, ""scale"": 1.0}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,11.615067610118645,0.14154725293003637,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,17.98454282817788,"{""amplitude"": 0.5107418181479388, ""scale"": 0.8}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,9.613959685349526,0.12276535113300034,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,15.983434903408758,"{""amplitude"": 0.4939665524695359, ""extra"": 1.4, ""scale"": 0.3}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,6.964295664569909,0.1540751385686439,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,13.333770882629143,"{""gas_coef"": 5.304308205825186, ""stellar_coef"": -0.11708791452167906}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,15.81872350141764,0.17877239848116355,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,22.188198719476873,"{""intercept"": -0.024393786418525906, ""slope"": 0.49711269775199435}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-6.3694752180592324,0.031284251336210524,NGC2998,RESPONSE_FAMILY_DOMINANT_ZONE,13,42.28,0.0,"{""coef"": [0.2025168988112718, -3.109823408825283, 10.759693157725472, -10.634712636448903, 2.7380873785430286, 0.4884860902744652], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,-15.981930664539806,0.048182735401455026,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,58.50814304713877,"{""amplitude"": 0.8302415494226784, ""scale"": 0.5}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-60.61052509408505,0.01016525251508385,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,13.879548617593528,"{""amplitude"": 0.8656485348876679, ""n"": 2.0, ""scale"": 0.65}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,24.280072870207043,0.20523476607369068,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,98.77014658188563,"{""amplitude"": 0.7593177736952939, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-67.26016449229387,0.010016570833643107,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,7.229909219384709,"{""amplitude"": 0.909477408989574, ""scale"": 0.8}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-69.44290280043995,0.009148768828592837,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,5.047170911238624,"{""amplitude"": 0.9093067907786442, ""scale"": 0.5}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-70.67111018667315,0.007632285752475217,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,3.8189635250054295,"{""amplitude"": 0.8974021260730478, ""extra"": 0.8, ""scale"": 0.2}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,-32.901372753092346,0.021290889160060396,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,41.58870095858623,"{""gas_coef"": 13.18452798122629, ""stellar_coef"": -5.2541082517978195}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,-42.74809476905267,0.018167012021755982,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,31.741978942625906,"{""intercept"": -0.08055618481748879, ""slope"": 1.0236383533558955}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-74.49007371167858,0.004827882063878697,NGC3109,NUISANCE_SENSITIVE_ZONE,25,6.45,0.0,"{""coef"": [0.03875366220123709, -1.0292509824182128, 10.26495137732455, -22.071746121905633, 21.85127229668228, -8.182799500848173], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,3.7558110954670223,0.14228432756394263,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,13.533718433513824,"{""amplitude"": 0.6279860580066715, ""scale"": 0.3}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,5.755811095467022,0.14228432756394263,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,15.533718433513824,"{""amplitude"": 0.6279860580066715, ""n"": 3.258993, ""scale"": 0.3}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,53.19214332069004,0.39397779336439775,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,62.970050658736845,"{""amplitude"": 0.6884158028171551, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,21.63977592333628,0.1993285294747316,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,31.417683261383083,"{""amplitude"": 0.6662834947362075, ""scale"": 0.4}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,25.164048594589232,0.2128690352191233,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,34.941955932636034,"{""amplitude"": 0.701710250746959, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,11.67864246594175,0.15813437550188353,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,21.45654980398855,"{""amplitude"": 0.6136887117837856, ""extra"": 1.4, ""scale"": 0.15}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,8.415888566458058,0.15619524700632068,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,18.19379590450486,"{""gas_coef"": 7.2189514584016266, ""stellar_coef"": 0.014036128682860024}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,52.25059947614457,0.3545017668216182,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,62.028506814191374,"{""intercept"": -0.0420496065390712, ""slope"": 0.8587251737824558}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-9.777907338046802,0.07540859240299949,NGC3198,RESPONSE_FAMILY_DOMINANT_ZONE,43,44.08,0.0,"{""coef"": [-0.09275940892304216, 0.0007986607331932349, 11.698556695900503, -31.562047311666486, 31.865241376907466, -11.25007979382477], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,149.73056674997486,10.413141344012367,NGC3521,RESPONSE_FAMILY_DOMINANT_ZONE,41,17.74,212.10254247522107,"{""amplitude"": 0.41647649994150715, ""scale"": 2.0}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,151.43311618804898,10.281391637863086,NGC3521,RESPONSE_FAMILY_DOMINANT_ZONE,41,17.74,213.8050919132952,"{""amplitude"": 0.3990730024533251, ""n"": 6.0, ""scale"": 0.8}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,151.41373957621596,10.572822418085313,NGC3521,RESPONSE_FAMILY_DOMINANT_ZONE,41,17.74,213.78571530146218,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,151.01648516926414,10.75562660218312,NGC3521,RESPONSE_FAMILY_DOMINANT_ZONE,41,17.74,213.38846089451036,"{""amplitude"": 0.16209008907720268, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,150.82351914801674,10.732619536125155,NGC3521,RESPONSE_FAMILY_DOMINANT_ZONE,41,17.74,213.19549487326296,"{""amplitude"": 0.20600177358687466, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,151.58193500272628,10.335479506572366,NGC3521,RESPONSE_FAMILY_DOMINANT_ZONE,41,17.74,213.9539107279725,"{""amplitude"": 0.4710701824344372, ""extra"": 1.4, ""scale"": 1.6}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,-59.271719964002735,0.07742720825319883,NGC3521,RESPONSE_FAMILY_DOMINANT_ZONE,41,17.74,3.1002557612434813,"{""gas_coef"": 11.578887626133719, ""stellar_coef"": -0.388621545218099}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,43.55319698422856,0.7773990674601291,NGC3521,RESPONSE_FAMILY_DOMINANT_ZONE,41,17.74,105.92517270947478,"{""intercept"": -0.6936132892491848, ""slope"": 1.0955632922073402}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-62.371975725246216,0.07709797716902324,NGC3521,RESPONSE_FAMILY_DOMINANT_ZONE,41,17.74,0.0,"{""coef"": [-0.185805785888286, -5.7240998330301975, 21.657903670785714, -21.20134399578319, 1.2740625268011874, 4.588725723307246], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,38.97807213406838,0.613897259312096,NGC3726,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,12,32.52,34.865544298287894,"{""amplitude"": 0.5775658346888902, ""scale"": 2.0}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,39.88918746274806,0.5571055713325438,NGC3726,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,12,32.52,35.77665962696758,"{""amplitude"": 0.4622393521534109, ""n"": 12.0, ""scale"": 0.65}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,41.21581431091271,1.490563293264676,NGC3726,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,12,32.52,37.10328647513223,"{""amplitude"": 0.0, ""scale"": 0.05}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,40.77955564590373,1.0795094801345153,NGC3726,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,12,32.52,36.667027810123244,"{""amplitude"": 0.17596959202610446, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,40.57259565476618,0.9818764429531369,NGC3726,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,12,32.52,36.4600678189857,"{""amplitude"": 0.22994709672399274, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,40.514680383721675,0.5948357321633051,NGC3726,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,12,32.52,36.40215254794119,"{""amplitude"": 0.7172408626555358, ""extra"": 1.4, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,25.286605967335444,0.7633076712537316,NGC3726,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,12,32.52,21.174078131554964,"{""gas_coef"": 3.6124735542969613, ""stellar_coef"": -0.3458157699298161}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,7.605659346104491,0.0642817126581377,NGC3726,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,12,32.52,3.4931315103240097,"{""intercept"": -0.5427067686236927, ""slope"": 1.087343072396285}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,4.112527835780481,0.03176671575737814,NGC3726,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,12,32.52,0.0,"{""coef"": [0.15749747678993237, -8.469747797127024, 47.285099587698085, -108.89291382882315, 115.9501445445591, -45.54699641063775], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,13.146476283419677,0.14260640428327812,NGC3741,NUISANCE_SENSITIVE_ZONE,21,7.0,39.13314743399148,"{""amplitude"": 0.7595932425191826, ""scale"": 0.3}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,-23.75708194058819,0.01673893532041179,NGC3741,NUISANCE_SENSITIVE_ZONE,21,7.0,2.2295892099836117,"{""amplitude"": 0.9513488604954122, ""n"": 1.5, ""scale"": 0.65}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,-5.953809026564752,0.04821664141335554,NGC3741,NUISANCE_SENSITIVE_ZONE,21,7.0,20.03286212400705,"{""amplitude"": 0.881750403303671, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,-12.540922256591472,0.03830267212639897,NGC3741,NUISANCE_SENSITIVE_ZONE,21,7.0,13.44574889398033,"{""amplitude"": 0.8406112991880323, ""scale"": 0.4}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,-17.135213470566356,0.02307374668015894,NGC3741,NUISANCE_SENSITIVE_ZONE,21,7.0,8.851457680005446,"{""amplitude"": 0.8992770225082998, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,-21.821192500171726,0.018218573769267138,NGC3741,NUISANCE_SENSITIVE_ZONE,21,7.0,4.165478650400075,"{""amplitude"": 0.9092124732237153, ""extra"": 0.6, ""scale"": 0.1}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,-3.98057949944279,0.08935857014586608,NGC3741,NUISANCE_SENSITIVE_ZONE,21,7.0,22.00609165112901,"{""gas_coef"": 11.030903765350457, ""stellar_coef"": -1.3412783203765242}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,-11.79169828820652,0.06151962845231364,NGC3741,NUISANCE_SENSITIVE_ZONE,21,7.0,14.194972862365281,"{""intercept"": 0.015302192465515556, ""slope"": 1.047625980155393}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,-25.9866711505718,0.011474152297933428,NGC3741,NUISANCE_SENSITIVE_ZONE,21,7.0,0.0,"{""coef"": [-0.05514452569863334, 2.1269572881405705, -6.442699581596125, 18.08856597974519, -21.47918393745246, 8.689413973165745], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,24.610092867434354,0.613318189272777,NGC3769,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,37.16,31.460381710522793,"{""amplitude"": 0.6529264313101302, ""scale"": 0.3}",SN_RRF_FAMILY
SN_RRF_SATURATING_FAMILY,26.42450621909529,0.6398564954635994,NGC3769,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,37.16,33.27479506218373,"{""amplitude"": 0.5261047795783741, ""n"": 6.0, ""scale"": 0.25}",SN_RRF_FAMILY
NFW_LIKE_DIAGNOSTIC,28.477645507994822,0.8467548940050112,NGC3769,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,37.16,35.32793435108326,"{""amplitude"": 0.6494406627432067, ""scale"": 2.0}",HALO_OR_CORED_COMPARATOR
BURKERT_LIKE_CORED_HALO_DIAGNOSTIC,26.107289347519586,0.6901089075778126,NGC3769,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,37.16,32.957578190608025,"{""amplitude"": 0.6858424981917626, ""scale"": 0.4}",HALO_OR_CORED_COMPARATOR
CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,26.17814560413108,0.6997964090314248,NGC3769,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,37.16,33.02843444721952,"{""amplitude"": 0.72452212351143, ""scale"": 0.25}",HALO_OR_CORED_COMPARATOR
EINASTO_LIKE_SURROGATE_DIAGNOSTIC,26.646315381007252,0.6118241359361313,NGC3769,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,37.16,33.49660422409569,"{""amplitude"": 0.657764586566678, ""extra"": 1.4, ""scale"": 0.15}",HALO_OR_CORED_COMPARATOR
BARYONIC_MISMATCH_PROXY,-6.850288843088439,0.10080248947691213,NGC3769,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,37.16,0.0,"{""gas_coef"": 8.669151642831133, ""stellar_coef"": -0.6592916366943984}",BARYONIC_SYSTEMATICS_PROXY
NUISANCE_GRADIENT_PROXY,26.201306452715805,0.7731339637478031,NGC3769,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,37.16,33.05159529580425,"{""intercept"": -0.17179195934626174, ""slope"": 1.1618852917251052}",NUISANCE_PROXY
OVERFLEX_POLY5_NULL,2.3311786049562393,0.0868469367493591,NGC3769,MIXED_THREE_WAY_COMPETITIVE_ZONE,12,37.16,9.181467448044678,"{""coef"": [-0.7699830292642493, 2.3928544178126243, 29.016784136706352, -122.55348965992144, 161.0635846128338, -68.57809111029981], ""degree"": 5}",OVERFLEX_NULL
SN_RRF_LOCKED_N3_258993,45.20595345201924,1.0363422691695345,NGC3877,PATHOLOGY_ARCHIVE_ZONE,13,11.35,47.847617915880875,"{""amplitude"": 0.0, ""scale"": 0.05}",SN_RRF_FAMILY
