galaxy,source_zone,injection_type,noise_level,background_mix,predicted_type,recovered,failure_boundary_score_proxy,rss_RESPONSE_FAMILY_LIKE,rss_HALO_LIKE,rss_RAR_LIKE,rss_NUISANCE_GRADIENT,rss_PATHOLOGY_OUTLIER,rss_MIXED_RESPONSE_HALO,corr_RESPONSE_FAMILY_LIKE,corr_HALO_LIKE,corr_RAR_LIKE,corr_NUISANCE_GRADIENT,corr_PATHOLOGY_OUTLIER,corr_MIXED_RESPONSE_HALO,rss_winner,rss_margin_best_vs_second,corr_winner,corr_margin_best_vs_second,rss_true_minus_best_wrong,rss_correct_margin,corr_true_minus_best_wrong,rss_margin_positive,corr_margin_positive
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,HALO_LIKE,HIGH,0.4,MIXED_RESPONSE_HALO,False,0.0,0.4378759413752543,0.4342745884088038,0.4372431295307886,0.4996783347616295,0.9999910735580004,0.4322673920746983,0.7497493305263739,0.7521472007467662,0.7501712274335849,0.7073341962879857,0.0029877151805037,0.7534803301515586,MIXED_RESPONSE_HALO,0.00200719633410551,MIXED_RESPONSE_HALO,0.0013331294047923548,0.00200719633410551,-0.00200719633410551,-0.0013331294047923548,False,False
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,RAR_LIKE,LOW,0.1,RAR_LIKE,True,0.0,0.0532543651061513,0.0170115873531604,0.0169692973089432,0.0538960660423387,0.9925152467647216,0.0315332262652409,0.9730085482121158,0.991457721058664,0.9914790480343276,0.9726787413928925,0.0865144683580643,0.9841070946471014,RAR_LIKE,4.229004421719973e-05,RAR_LIKE,2.132697566359365e-05,-4.229004421719973e-05,4.229004421719973e-05,2.132697566359365e-05,True,True
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,RAR_LIKE,MEDIUM,0.25,HALO_LIKE,False,0.0,0.110026839092671,0.098734003717007,0.1028147125907302,0.1558528781904988,0.9855173831551768,0.0988645046782779,0.9433838884077518,0.949350302197768,0.9471986525588338,0.918774793847492,0.120343744518872,0.9492815679879826,HALO_LIKE,0.00013050096127090183,HALO_LIKE,6.873420978537048e-05,0.004080708873723207,-0.004080708873723207,-0.0021516496389341055,False,False
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,RAR_LIKE,HIGH,0.4,HALO_LIKE,False,0.0,0.5126938833518317,0.4927295205363406,0.4929232290509468,0.5434470291294052,0.9981717900134768,0.5009835852130514,0.698073145628858,0.7122292323849534,0.7120932319219538,0.6756870361865729,-0.0427575722711609,0.7064109390340364,HALO_LIKE,0.00019370851460620564,HALO_LIKE,0.0001360004629995526,0.00019370851460620564,-0.00019370851460620564,-0.0001360004629995526,False,False
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,NUISANCE_GRADIENT,LOW,0.1,NUISANCE_GRADIENT,True,0.0,0.0932583499833973,0.0302668958964823,0.0250624267225815,0.0229560639699145,0.988130957160901,0.0610541526848719,0.9522298304593292,0.9847502749954008,0.987389271400808,0.9884553282926274,0.1089451368308783,0.9689921812456116,NUISANCE_GRADIENT,0.0021063627526669987,NUISANCE_GRADIENT,0.001066056891819378,-0.0021063627526669987,0.0021063627526669987,0.001066056891819378,True,True
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,NUISANCE_GRADIENT,MEDIUM,0.25,RAR_LIKE,False,0.0,0.1946774035027289,0.1399463898931801,0.1359242306085097,0.1517483218247242,0.9959843373693598,0.1665629887434582,0.8973976802384054,0.927390753731576,0.9295567596395016,0.9210057970367376,0.0633692561944682,0.912927714146384,RAR_LIKE,0.004022159284670396,RAR_LIKE,0.0021660059079255944,0.015824091216214503,-0.015824091216214503,-0.008550962602764,False,False
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,NUISANCE_GRADIENT,HIGH,0.4,RESPONSE_FAMILY_LIKE,False,0.0,0.3270612421795392,0.339592352004501,0.3446556411833968,0.3770260932896193,0.996106541331106,0.3272554433732897,0.8203284450879784,0.8126546917329026,0.8095334204445196,0.7892869609403039,-0.0623975854412159,0.8202100685962774,RESPONSE_FAMILY_LIKE,0.00019420119375052058,RESPONSE_FAMILY_LIKE,0.00011837649170098885,0.04996485111008009,-0.04996485111008009,-0.031041484147674492,False,False
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,PATHOLOGY_OUTLIER,LOW,0.1,PATHOLOGY_OUTLIER,True,0.0,0.9979749912335492,0.977190253514838,0.9725526267949688,0.9485518949692978,0.0443079090945653,0.9921823101989696,0.0450000974049051,0.1510289590944796,0.1656724877734125,0.2268217472613731,0.9775950546649846,0.0884177007223684,PATHOLOGY_OUTLIER,0.9042439858747325,PATHOLOGY_OUTLIER,0.7507733074036116,-0.9042439858747325,0.9042439858747325,0.7507733074036116,True,True
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,PATHOLOGY_OUTLIER,MEDIUM,0.25,PATHOLOGY_OUTLIER,True,0.0,0.9501955034571344,0.9073252284346291,0.901175415168421,0.8787178495248802,0.2616576410186354,0.9338813675987648,0.2231692105619986,0.3044253136080684,0.3143637778618571,0.3482558692615529,0.859268502263038,0.257135435911185,PATHOLOGY_OUTLIER,0.6170602085062448,PATHOLOGY_OUTLIER,0.511012633001485,-0.6170602085062448,0.6170602085062448,0.511012633001485,True,True
NGC5033,HALO_COMPARATOR_DOMINANT_ZONE,PATHOLOGY_OUTLIER,HIGH,0.4,PATHOLOGY_OUTLIER,True,0.0,0.9119104859542828,0.8748880798572245,0.8703670642659042,0.8794175973245785,0.6719479812811554,0.8968915787216483,0.2967987770286747,0.3537116341637284,0.3600457411692236,0.3472497698709406,0.5727582550420766,0.3211050003944992,PATHOLOGY_OUTLIER,0.19841908298474875,PATHOLOGY_OUTLIER,0.21271251387285295,-0.19841908298474875,0.19841908298474875,0.21271251387285295,True,True
